gene,start,end,strand,product
fadK,1400229,1401869,c,cyclohexanecarboxylate-CoA ligase
ydiT,1401959,1402252,c,ferredoxin-like protein
ydiS,1402249,1403535,c,oxidoreductase
ydiR,1403592,1404527,c,electron transfer flavoprotein subunit alpha
ydiQ,1404549,1405313,c,electron transfer flavoprotein
ydiP,1405776,1406666,,AraC family transcriptional regulator
ydiO,1406742,1407893,c,acyl-CoA dehydrogenase
ydiF,1407907,1409502,c,acetate CoA-transferase YdiF
aroD,1409656,1410414,c,3-dehydroquinase
ydiB,1410459,1411325,c,quinate/shikimate dehydrogenase YdiB
ydiN,1411392,1412627,c,MFS transporter
ydiM,1412991,1414202,c,MFS transporter
ydiL,1414343,1414699,c,DUF1870 domain protein
ydiK,1415160,1416278,c,UPF0118 family inner membrane protein
ydiJ,1416543,1419599,,FAD-binding oxidoreductase
menI,1419596,1420006,,DHNA-CoA thioesterase
ydiH,1420066,1420293,,uncharacterized protein YdiH
tcyP,1420581,1421927,c,L-cystine transporter
sufA,1422354,1422722,,Fe-S cluster assembly scaffold SufA
sufB,1422731,1424218,,Fe-S cluster assembly protein SufB
sufC,1424235,1424981,,ABC transporter ATP-binding protein
sufD,1424956,1426227,,FeS cluster assembly protein SufD
sufS,1426224,1427444,,cysteine desulfurase
sufE,1427457,1427873,,cysteine desulfuration protein SufE
ldtE,1428028,1429029,,"murein L,D-transpeptidase"
lpp2,1429096,1429335,c,major outer membrane lipoprotein 2
lpp1,1429418,1429654,c,major outer membrane lipoprotein 1
pykF,1429965,1431377,c,pyruvate kinase I
puuP,1431779,1433122,c,putative putrescine importer PuuP
laaA,1433144,1434037,c,putative L-amino acid amidase
B0X74_08810,1434096,1434833,c,putative glutamine amidotransferase family protein
rbsK,1434845,1436071,c,putative ribokinase
ttrA,1436394,1439456,c,tetrathionate reductase subunit A (TtrA)
ttrC,1439449,1440471,c,tetrathionate reductase subunit C (TtrC)
ttrB,1440472,1441224,c,tetrathionate reductase subunit B (TtrB)
ttrS,1441418,1443166,,sensor histidine kinase TtrS
ttrR,1443141,1443761,,DNA-binding response regulator TtrR
ydhZ,1443859,1444071,,DUF2767 domain protein YdhZ
B0X74_08850,1444167,1445126,c,YbgA/YbbK protein
mlrA,1445299,1446027,c,transcriptional regulator MlrA
ssrB,1446206,1446844,c,two component system sensor kinase SsrB
ssrA,1446875,1449637,c,hybrid sensor histidine kinase/response regulator SsrA
spiC,1450056,1450439,,pathogenicity island chaperone protein SpiC
spiA,1450441,1451934,,type III secretion system outer membrane protein SpiA
ssaD,1451915,1453126,,type III secretion system protein SsaD
ssaE,1453134,1453376,,type III secretion system chaperone SsaE
sseA,1453640,1453966,,type III secretion system chaperone SseA
sseB,1453973,1454563,,secreted effector protein SseB
sscA,1454560,1455033,,type III secretion system chaperone protein SscA
sseC,1455036,1456490,,secreted effector protein SseC
sseD,1456506,1457093,,secreted effector protein SseD
sseE,1457096,1457512,,pathogenicity island 2 effector protein SseE
sscB,1457564,1457998,,type III secretion system chaperone protein SscB
sseF,1458014,1458796,,pathogenicity island 2 effector protein SseF
sseG,1458793,1459482,,pathogenicity island 2 effector protein SseG
ssaG,1459576,1459791,,type III secretion system needle protein SsaG
ssaH,1459769,1460059,,type III secretion system protein SsaH
ssaI,1460071,1460319,,secretion system apparatus protein SsaI
ssaJ,1460316,1461065,,secretion system apparatus lipoprotein SsaJ
B0X74_08955,1461083,1461631,,type III secretion apparatus protein
ssaK,1461628,1462302,,secretion system apparatus protein SsaK
ssaL,1462292,1463284,,secretion system apparatus protein SsaL
ssaM,1463342,1463710,,secretion system apparatus protein SsaM
ssaV,1463695,1465740,,secretion system apparatus protein SsaV
ssaN,1465730,1467031,,putative secretion system apparatus ATP synthase SsaN
ssaO,1467034,1467411,,secretion system apparatus protein SsaO
ssaP,1467392,1467766,,secretion system apparatus protein SsaP
ssaQ,1467747,1468715,,secretion system apparatus protein SsaQ
ssaR,1468783,1469430,,secretion system apparatus protein SsaR
ssaS,1469427,1469693,,secretion system apparatus protein SsaS
ssaT,1469694,1470473,,secretion system apparatus protein SsaT
ssaU,1470470,1471528,,secretion system apparatus protein SsaU
mdtK,1472001,1473374,c,multidrug resistance protein MdtK
ribC,1473591,1474232,,riboflavin synthase RibC
cfa,1474274,1475422,c,cyclopropane-fatty-acyl-phospholipid synthase
ydhC,1475712,1476917,c,Bcr/CflA family drug resistance efflux transporter
ydhB,1477030,1477962,,LysR family transcriptional regulator
purR,1477959,1478984,c,PurR family transcriptional regulator
sodB,1479452,1480033,c,superoxide dismutase [Fe]
mepH,1480160,1481014,c,murein DD-endopeptidase
grxD,1481316,1481663,,glutaredoxin-4
rnt,1481741,1482388,c,ribonuclease T
gloA,1482489,1482896,c,lactoylglutathione lyase
nemA,1482965,1484062,c,N-ethylmaleimide reductase
nemR,1484121,1484720,c,nemRA-gloA operon repressor
ydhL,1484823,1485062,,putative Fe-S protein YdhL (DUF1289 family)
ydhF,1485113,1486009,,oxidoreductase
sodC,1486089,1486610,,superoxide dismutase [Cu-Zn] 2
ydhK,1486586,1488625,c,FUSC family transporter YdhK
ydhJ,1488625,1489494,c,multidrug resistance efflux pump
ydhI,1489488,1489724,c,DUF1656 domain-containing protein
slyA,1489925,1490359,,transcriptional regulator SlyA
slyB,1490407,1490874,c,outer membrane lipoprotein SlyB
anmK,1491146,1492267,,anhydro-N-acetylmuramic acid kinase
mliC,1492355,1492684,,lysozyme inhibitor MliC
pdxH,1492743,1493399,,pyridoxine/pyridoxamine 5'-phosphate oxidase
tyrS,1493526,1494800,,tyrosine--tRNA ligase
pdxY,1494860,1495720,,pyridoxamine kinase
gstA,1495779,1496384,c,glutathione S-transferase
dtpA,1496489,1497994,c,dipeptide and tripeptide permease A
nth,1498596,1499231,c,endonuclease III
rsxE,1499231,1499923,c,electron transporter RsxE
rsxG,1499926,1500546,c,electron transport complex subunit G
rsxD,1500550,1501608,c,electron transport complex subunit D
rsxC,1501609,1503816,c,electron transport complex subunit RsxC
rsxB,1503809,1504387,c,electron transport complex subunit RsxB
rsxA,1504387,1504968,c,electron transport complex subunit A
ydgK,1505045,1505485,c,DUF2569 family inner membrane protein
ydgT,1505574,1505789,c,transcription modulator YdgT
blr,1506085,1506240,c,divisome-associated membrane protein Blr
ydgJ,1506418,1507458,,oxidoreductase
add,1507533,1508534,c,adenosine deaminase
ydgA,1509238,1510746,c,DUF945 domain protein
manA,1510849,1512024,c,mannose-6-phosphate isomerase
fumA,1512224,1513870,,fumarate hydratase
fumC,1514038,1515441,,class II fumarate hydratase
tus,1515438,1516367,c,DNA replication terminus site-binding protein
rstB,1516443,1517747,c,two-component system sensor histidine kinase RstB
ytcJ,1517855,1519561,c,YtcJ family putative amidohydrolase
ompN,1519714,1520847,c,outer membrane protein N
B0X74_09285,1520964,1521149,,uncharacterized protein
rstA,1521327,1522058,c,DNA-binding response regulator
ydgC,1522185,1522520,,GlpM family inner membrane protein
ydgI,1522582,1523964,c,arginine/ornithine antiporter YdgI
sssB,1524263,1525207,c,DUF1471 domain effector protein SssB
pntA,1525734,1527263,,NAD(P) transhydrogenase subunit alpha
pntB,1527274,1528662,,NAD(P) transhydrogenase subunit beta
tqsA,1528837,1529871,c,pheromone autoinducer 2 transporter TqsA
B0X74_09330,1530007,1530177,,uncharacterized protein
mdtJ,1530289,1530651,,multidrug transporter subunit MdtJ
mdtI,1530638,1530967,,spermidine export protein MdtI
ydgD,1531007,1531828,c,putative serine protease
asr,1532097,1532375,c,acid-shock protein
ynfM,1532740,1533993,c,"putative arabinose efflux transporter, MFS family"
ynfL,1534113,1535012,,LysR family transcriptional regulator
mlc,1535140,1536360,,global transcriptional repressor Mlc
bioD2,1536486,1537181,,ATP-dependent dethiobiotin synthetase BioD 2
clcB,1537137,1538426,c,voltage-gated ClC-type chloride channel ClcB
osmV,1538562,1539710,c,osmoprotectant import ATP-binding protein OsmV
osmW,1539710,1540357,c,osmoprotectant import permease OsmW
osmX,1540367,1541269,c,osmoprotectant-binding protein OsmX
osmY,1541298,1542008,c,osmoprotectant import permease OsmY
dmsD,1542313,1542927,c,Tat proofreading chaperone DmsD
ynfH,1542970,1543827,c,"S- and N-oxide reductase, membrane bound anchor"
ynfG,1543829,1544446,c,"S- and N-oxide reductase, apparent Fe-S binding subunit"
ynfF,1544457,1546892,c,"S- and N-oxide reductase, A subunit"
ynfE,1546991,1549429,c,"putative selenate reductase, periplasmic"
ynfD,1549586,1549891,c,"DUF1161 domain, periplasmic protein"
ynfC,1549998,1550708,,UPF0257 family lipoprotein YnfC
speG,1550749,1551309,c,spermidine acetyltransferase
ynfB,1551345,1551686,c,DUF1283 domain protein
ynfA,1551839,1552165,,"COG1742 family, inner membrane protein"
rspA,1552287,1553501,,mannonate/altronate dehydratase RspA
rspB,1553512,1554531,,putative L-gulonate 5-dehydrogenase
ydfJ_1,1554585,1555562,,MFS transporter
ydfJ_2,1555566,1555964,,MFS transporter
ydfI,1556108,1557574,,D-mannonate oxidoreductase YdfI
ydfZ,1557641,1557844,c,selenoprotein YdfZ
rspR,1558025,1558711,c,GntR family transcriptional regulator RspR
ydfG,1558841,1559587,c,putative malonic semialdehyde reductase
dcp,1559726,1561768,,peptidyl-dipeptidase Dcp
B0X74_09500,1561847,1561984,,peptidyl-dipeptidase dcp
yciG,1562113,1562295,,stress-induced acidophilic repeat motif-containing protein
ydeJ,1562415,1562942,c,PncC domain protein YdeJ
ydeI,1563369,1563761,,COG3111 family periplasmic protein YdeI
ydeE,1564452,1565639,c,MFS transporter
eamA,1565867,1566769,,O-acetylserine/cysteine exporter
marB,1566888,1567103,c,multiple antibiotic resistance regulatory periplasmic protein MarB
marA,1567132,1567566,c,multiple antibiotic resistance protein MarA
marR,1567535,1567969,c,MarR family transcriptional regulator
marC,1568228,1568893,,stress protection protein MarC
ydeA,1568940,1570130,c,arabinose efflux transporter
yneJ,1570246,1571118,c,LysR family transcriptional regulator
sad,1571221,1572609,,succinate-semialdehyde dehydrogenase
glsB,1572682,1573608,,glutaminase GlsB
yneG,1573608,1573967,,DUF4186 domain protein
yneE,1574224,1575138,,"putative membrane chloride channel, bestrophin family"
B0X74_09580,1575194,1575736,c,DUF4440 domain protein
B0X74_09585,1576453,1577571,,outer membrane porin OmpC
hypA,1577712,1578053,c,hydrogenase maturation nickel metallochaperone HypA
hupK,1578066,1578953,c,hydrogenase maturation factor HoxV/HupK
hyaF2,1578941,1580002,c,hydrogenase maturation factor HyaF2
hyaE2,1580020,1580430,c,hydrogenase-1 expression protein HyaE2
hypC,1580427,1580726,c,hydrogenase maturation protein
hyaD2,1580726,1581334,c,hydrogenase maturation protease HyaD2
hyaC2,1581340,1582068,c,"Ni/Fe-hydrogenase, b-type cytochrome subunit HyaC2"
hyaB2,1582034,1583836,c,hydrogenase 2 large subunit HyaB2
hyaA2,1583839,1584942,c,uptake hydrogenase small subunit HyaA2
B0X74_09635,1585371,1586462,,"penicillin V acylase or related amidase, Ntn superfamily"
B0X74_09640,1586508,1587299,,FadR family transcriptional regulator
B0X74_09645,1587358,1588383,c,alcohol dehydrogenase (MDR family)
B0X74_09650,1588358,1589644,c,putative galactonate MFS transporter
pqaA,1589821,1591377,c,PhoPQ-activated pathogenicity-related protein
B0X74_09660,1591447,1592688,c,MFS transporter
B0X74_09665,1592678,1594186,c,UbiH family protein
B0X74_09670,1594231,1594719,,MarR family transcriptional regulator
queA2,1594912,1595991,,S-adenosylmethionine tRNA ribosyltransferase-isomerase
yjgH,1596043,1596432,c,protein YjgH
relE,1596603,1596887,c,addiction module toxin RelE
relB,1596877,1597125,c,plasmid stabilization protein
B0X74_09695,1597277,1597492,,PulD domain protein
B0X74_09700,1597482,1597814,,DUF1493 domain protein
B0X74_09705,1597936,1598865,,uncharacterized protein
B0X74_09720,1599690,1599908,c,uncharacterized protein
B0X74_09730,1600443,1601906,c,uncharacterized protein
galR2,1602168,1603175,,putative D-galactose regulon transcriptional repressor GalR2
nhaC,1603319,1604770,,Na+/H+ antiporter NhaC
malY,1604783,1605985,,putative maltose operon regulatory protein MalY
glgX,1606098,1608173,c,glycogen debranching enzyme
treY,1608230,1610758,c,malto-oligosyltrehalose synthase
treZ,1610755,1612539,c,malto-oligosyltrehalose trehalohydrolase
B0X74_09765,1612668,1613453,c,DUF1264 domain protein
hdeB,1613596,1613925,c,acid-resistance protein HdeB
osmC,1614275,1614706,c,OsmC family peroxiredoxin
bdm,1615219,1615434,,biofilm-dependent modulation protein Bdm
sra,1615529,1615672,,stationary-phase-induced ribosome-associated protein Sra
maeA,1615813,1617546,,NAD-dependent malic enzyme
adhP,1617832,1618842,,ethanol-active dehydrogenase/acetaldehyde-active reductase
fdnI,1618933,1619589,c,formate dehydrogenase cytochrome b556 subunit
fdnH,1619582,1620466,c,formate dehydrogenase subunit beta
fdnG,1620480,1623527,c,formate dehydrogenase-N subunit alpha
yddG,1623805,1624686,,aromatic amino acid exporter YddG
B0X74_09820,1624946,1625128,c,uncharacterized protein
ompD,1625211,1626299,,outer membrane porin OmpD
B0X74_09830,1626383,1626823,,COG3791 family protein
smvA,1626848,1628335,c,methyl viologen resistance protein SmvA
B0X74_09840,1628453,1629031,,TetR family transcriptional regulator
narU,1629246,1630634,,nitrate/nitrite transporter NarU
narZ,1630726,1634466,,nitrate reductase subunit alpha NarZ
narY,1634463,1636007,,nitrate reductase subunit beta NarY
narW,1636007,1636702,,nitrate reductase molybdenum cofactor assembly chaperone NarW
narV,1636699,1637379,,respiratory nitrate reductase subunit gamma NarV
yddE,1637485,1638378,,uncharacterized protein YddE
nhoA,1638414,1639259,c,N-hydroxyarylamine O-acetyltransferase NhoA
steA,1639543,1640175,c,secreted effector protein SteA
B0X74_09885,1640240,1640452,,uncharacterized protein
ansP,1640688,1642181,,L-asparagine permease
ygdR2,1642258,1642479,c,DUF903 domain-containing lipoprotein
yncE,1642624,1643685,c,"DNA-binding, ATP-binding periplasmic protein YncE"
yncD,1643949,1646069,,TonB-dependent siderophore receptor
mcbR,1646136,1646801,c,colanic acid/biofilm transcriptional regulator
curA,1647135,1648172,c,NADPH-dependent curcumin reductase CurA
mnaT,1648384,1648899,,L-methionine sulfoximine/L-methionine sulfone acetyltransferase
ydcZ,1648899,1649348,,DUF606 domain membrane protein YdcZ
ydcY,1649353,1649586,c,DUF2526 domain protein
srfA,1649936,1651129,,ssrAB-activated protein SrfA
srfB,1651134,1654115,,virulence factor SrfB
srfC,1654112,1656256,,virulence effector protein SrfC
ortT,1656301,1656474,c,orphan toxin OrtT
yncL,1656673,1656768,,stress response membrane protein YncL
prr,1656873,1658297,c,gamma-aminobutyraldehyde dehydrogenase
ydcR,1658433,1659857,c,GntR family transcriptional regulator
pdgL,1659993,1660763,c,D-alanyl-D-alanine dipeptidase
B0X74_09975,1661022,1661252,c,uncharacterized protein
ugtL,1661285,1661683,c,putative membrane protein UgtL
sifB,1662220,1663170,,secreted effector protein SifB
yncJ,1663444,1663674,,DUF2554 domain protein YncJ
ydcP,1663675,1665639,c,"collagenase-like protease, PrtC family"
ydcN,1665718,1666254,c,XRE family transcriptional regulator
benE,1666285,1667523,,benzoate transporter
ydcL,1667577,1668245,c,DUF3313 domain-containing protein
tehB,1668401,1668997,c,tellurite resistance methyltransferase TehB
tehA,1668984,1669997,c,dicarboxylate transporter/tellurite-resistance protein TehA
ydcK,1670104,1671084,,putative transferase
rimL,1671081,1671620,c,ribosomal protein L7/L12-serine acetyltransferase
sgcX,1671837,1672955,,aminopeptidase
sgcB,1672952,1673233,,PTS sugar transporter subunit IIB
sgcC,1673244,1674557,,permease
sgcQ,1674571,1675377,,nucleoside triphosphatase
sgcA,1675509,1675946,,PTS sugar transporter subunit IIA
sgcE,1675958,1676590,,ribulose-phosphate 3-epimerase
sgcR,1676606,1677397,,transcriptional regulator
B0X74_10070,1677397,1677834,,cryptic aminoglycoside N-acetyltransferase AAC(6')-Iy/Iaa
B0X74_10075,1677881,1679083,c,putative oxidase
yceI,1679095,1679670,c,polyisoprenoid-binding protein YceI
mdoD,1679866,1681491,c,glucan biosynthesis protein D (MdoD)
B0X74_10090,1681741,1683249,c,carboxylesterase
ydcJ,1683298,1684641,c,DUF1338 domain-containing protein
ydcI,1684934,1685857,,LysR family transcriptional regulator
trg,1685918,1687543,c,methyl-accepting chemotaxis protein
frmA,1687712,1688830,c,S-(hydroxymethyl)glutathione dehydrogenase/classIII alcohol dehydrogenase
frmR,1688862,1689137,c,regulator of the frmRAB operon
steB,1689660,1690061,,secreted effector protein SteB
B0X74_10125,1690190,1690906,c,uncharacterized protein
sseJ,1691332,1692558,,secreted effector protein SseJ
ysdA,1692679,1693023,c,DUF1294 domain protein YsdA
B0X74_10140,1693930,1694691,,"ABC transporter, substrate-binding protein"
B0X74_10145,1694698,1695345,,ABC transporter permease
B0X74_10150,1695370,1696101,,ABC transporter ATP-binding protein
B0X74_10155,1696098,1696778,,amino acid ABC transporter permease
B0X74_10160,1696915,1698465,,putative membrane protein (COG5305)
ybcY,1698929,1699591,,putative methyltransferase YbcY
B0X74_10170,1699862,1700392,c,cytochrome B
ydcF,1700509,1701309,c,DUF218 domain SAM-binding protein YdcF
hrpA,1701373,1705275,c,ATP-dependent helicase HrpA
azoR,1705476,1706081,,FMN-dependent NADH-azoreductase
B0X74_10190,1706078,1706527,c,putative aldehyde-activating protein
ydbL,1706670,1706993,c,DUF1318 domain protein YdbL
ynbE,1707001,1707192,c,YnbE family lipoprotein
